TR1_x,MOS1_x,D1_x,L1_x,C1_x,PWM1_x,OPTO1_x,ATX_CONN_x,TR1_y,MOS1_y,D1_y,L1_y,C1_y,PWM1_y,OPTO1_y,ATX_CONN_y,cost
9,0,7,3,6,1,2,9,8,6,7,0,7,8,6,4,36.239474865098046
1,0,7,8,5,8,9,6,9,8,8,6,3,5,0,7,49.546545740686064
3,6,4,8,8,5,0,9,9,3,2,9,7,5,4,2,31.395350372924412
2,4,8,6,0,9,7,9,1,8,6,6,1,0,3,9,46.64219964922562
2,9,9,2,1,2,5,3,8,1,8,7,8,6,3,7,41.47544431922478
1,0,6,9,2,2,3,8,7,8,4,4,6,0,9,3,51.55714161068478
1,5,9,1,5,9,6,2,3,4,0,4,9,6,9,1,40.07676660228199
9,8,3,5,9,2,3,8,5,7,0,4,8,4,8,4,41.16894849499481
3,2,7,1,0,6,3,5,0,1,8,6,6,4,1,8,42.58317329976761
9,1,4,2,1,0,1,0,0,6,9,8,5,3,7,9,29.016646654955387
2,4,3,8,0,1,2,2,6,0,0,8,8,7,8,9,36.18441217492088
6,2,4,5,0,2,8,5,8,4,8,0,7,8,9,9,40.00920742053936
2,4,1,8,6,1,6,2,7,1,6,0,9,9,6,0,51.555342516512376
8,8,0,9,2,3,4,3,0,2,3,1,6,4,4,5,40.598748851588425
9,2,5,1,0,2,3,9,6,4,8,2,4,5,6,0,32.54747400072994
9,7,3,2,4,7,0,9,1,5,0,8,9,6,3,6,35.173159382339506
2,3,5,4,5,4,1,7,4,6,2,0,5,8,8,5,25.332789290144653
4,3,4,8,1,9,7,8,0,6,8,2,5,7,3,5,38.32540930632992
4,3,0,6,9,8,4,1,6,6,6,7,9,6,9,2,47.896498070806246
5,4,2,4,9,2,9,6,9,9,0,2,8,6,9,6,47.850664975168684
7,9,5,9,9,8,3,8,9,6,6,9,2,3,5,7,31.418576864431913
6,8,7,9,5,0,1,4,8,7,7,2,6,4,3,8,34.4946869334763
2,8,9,1,3,8,9,0,0,4,3,5,9,3,1,0,31.607800252645138
1,4,7,2,3,4,1,4,4,0,6,9,0,9,3,1,40.356198744838544
0,8,7,2,0,9,6,6,3,9,5,8,9,8,5,4,35.06633713498141
4,5,2,8,3,3,9,6,0,9,0,2,5,0,7,6,49.880032024359224
9,9,8,9,0,6,2,1,1,4,9,8,5,8,0,7,33.30821981722216
5,0,9,8,9,4,4,4,3,7,6,6,5,0,3,7,37.519602811545006
4,2,3,3,9,0,7,7,1,5,1,7,5,0,7,3,36.00888947400209
2,7,0,9,0,5,9,1,1,5,3,2,2,9,9,9,43.34845476808801
3,7,3,0,4,4,4,4,8,3,7,3,2,4,7,8,33.01626449193611
9,4,7,3,1,7,5,9,0,7,8,5,0,6,1,1,37.733449154451954
8,1,8,5,4,6,4,9,5,7,9,1,5,3,0,1,44.63719866631929
8,8,5,8,1,7,4,6,5,0,5,1,5,4,9,5,38.800788527205135
3,1,0,0,0,3,4,4,9,6,7,4,9,0,5,1,31.920183387856333
8,0,9,1,9,8,8,6,4,3,8,8,6,5,8,4,50.142386971083546
0,8,0,6,2,5,6,6,7,8,2,5,9,1,4,9,44.29305168119854
3,3,3,7,4,8,0,8,5,0,9,4,0,8,6,9,52.58940478557465
8,0,2,1,9,8,3,1,7,9,0,9,1,4,1,3,59.14197525181599
2,1,8,8,8,5,6,2,6,5,4,5,0,2,3,1,40.141069208443135
1,4,0,3,7,4,4,8,9,7,5,9,7,5,4,2,24.312774721556142
3,4,1,9,3,7,3,9,1,6,9,5,9,6,5,6,34.14553501203097
0,3,2,1,4,2,7,3,5,0,6,8,0,5,8,6,39.62438609880288
8,0,0,3,6,3,0,8,6,5,6,0,6,6,2,1,32.262820859884286
6,0,8,1,3,1,0,0,4,9,9,0,9,2,3,2,50.232429279109844
5,0,4,7,9,9,3,9,2,9,5,5,7,5,1,2,45.06619647390353
0,8,0,7,7,5,4,2,9,6,2,5,4,4,9,0,41.3799935675124
5,8,4,5,8,1,0,9,4,9,4,3,1,8,8,6,34.2898781567191
5,8,4,5,2,5,1,9,5,3,4,6,9,2,7,7,32.03321632330582
0,6,0,4,4,2,5,5,5,6,3,8,7,6,1,8,31.76875744966435
5,1,3,1,3,6,5,7,0,5,0,7,1,7,8,9,40.171073788381875
0,4,1,3,5,7,4,6,5,4,3,9,4,9,0,4,32.07553530579066
5,1,7,0,9,8,8,6,3,5,9,5,1,9,6,4,43.31746427766128
6,3,5,1,5,7,8,6,9,6,6,8,9,4,7,8,23.93568504257391
0,7,1,4,0,9,2,9,5,7,8,3,1,2,0,5,46.83222956603421
6,9,3,6,4,2,2,6,7,7,9,4,0,8,5,9,40.398276578812556
9,4,7,3,8,2,9,4,2,2,7,9,5,0,1,0,35.41661874115117
1,9,8,4,3,9,8,9,6,3,4,2,4,9,2,0,34.86333821709785
7,5,5,5,6,9,1,8,5,1,4,2,9,9,3,3,39.348633046267814
1,0,4,2,7,1,8,6,0,6,3,6,7,6,0,6,31.58460798994392
4,0,0,8,5,5,9,4,7,7,3,5,9,2,8,2,43.13432105562434
4,0,4,2,6,5,2,7,1,7,0,7,7,8,6,6,34.49601186866004
2,9,0,3,3,5,4,1,5,0,0,6,8,6,6,4,42.48049723469927
9,4,9,1,3,9,4,1,7,5,3,8,9,8,9,4,37.787169249128
9,9,5,0,9,2,6,9,8,9,5,4,3,6,4,4,47.23175646187889
2,2,9,1,5,4,5,4,1,8,8,1,9,8,3,0,45.49952253974684
0,2,9,4,4,2,6,8,1,7,8,7,2,5,7,7,34.30845814900902
1,8,3,5,4,6,0,1,8,8,7,8,1,8,6,3,32.80387455196626
4,5,4,9,8,5,6,9,9,6,7,9,4,8,7,4,16.672610456130492
9,3,3,9,0,0,2,1,6,8,0,7,8,9,6,6,36.12421130426629
0,6,5,7,6,5,8,5,1,5,5,8,4,7,6,1,22.557890765893866
2,7,4,0,6,7,8,8,4,6,0,0,8,5,6,2,29.407873553631802
4,5,6,5,4,4,8,9,0,1,6,4,4,1,9,7,39.27240886296542
4,3,6,8,5,0,3,3,0,8,8,3,7,1,6,0,39.571093536715075
9,4,3,2,5,8,8,0,4,2,8,0,0,9,3,9,46.06193635038743
4,3,9,9,1,7,4,2,1,4,0,6,9,9,5,8,32.891872868471495
4,3,6,4,0,5,7,5,1,5,9,8,4,0,3,6,30.79491717388413
7,8,9,7,9,0,9,0,4,0,5,3,4,5,8,2,44.621360378850824
2,4,2,3,5,9,4,0,9,4,0,1,8,2,9,7,35.211571525756845
3,2,3,9,7,4,6,5,4,0,1,7,7,8,7,9,32.45202714683917
5,4,8,4,0,8,9,8,1,1,6,8,8,2,5,4,48.12830056675044
1,2,0,8,9,2,6,4,9,6,5,6,4,7,7,8,25.843173437860347
3,7,0,9,1,1,1,8,1,3,6,3,5,8,7,8,45.81521531839394
2,2,5,9,6,8,0,2,4,6,5,4,9,9,6,7,38.679021403806246
7,8,0,0,6,4,8,7,9,9,2,0,5,8,4,7,46.47886335357363
9,4,7,7,5,9,1,8,5,1,6,5,3,8,8,9,41.64874781112011
0,3,8,5,1,7,0,9,7,7,1,9,5,9,8,4,40.74981475561177
5,9,2,8,8,8,7,3,8,6,6,3,4,8,6,8,29.190352495681523
0,0,9,1,1,0,1,8,2,7,6,2,9,5,8,1,40.80307097841312
2,8,8,0,0,6,0,9,9,8,2,7,6,9,1,2,46.040174298380144
3,2,8,6,9,3,8,4,7,9,2,8,3,4,6,9,46.9602268261981
3,0,7,7,9,8,5,0,5,6,5,8,6,3,7,7,39.91516037508108
7,1,3,5,5,5,0,2,3,2,1,5,0,7,5,1,30.909547977980647
8,9,3,4,4,4,8,3,7,9,8,4,0,5,8,1,32.869689164010104
1,1,3,0,6,5,8,1,4,2,5,3,8,6,9,0,45.12686880818647
9,7,7,0,3,4,6,4,7,9,8,2,4,5,8,4,24.683206210490095
6,9,0,6,4,1,9,7,7,4,3,6,0,6,5,3,42.20854124383523
7,3,5,7,9,7,1,6,8,1,9,5,2,3,8,8,43.59896118646736
3,2,1,8,4,2,1,5,0,9,5,5,2,4,6,1,32.155318506479055
8,4,3,6,0,3,4,7,5,8,9,6,7,4,6,4,28.178454818072588
1,9,8,1,4,1,0,0,5,5,4,7,9,6,5,2,41.43652422471419
2,8,6,4,3,4,9,8,1,1,9,1,4,7,4,3,42.15569457950687
7,4,2,2,6,0,6,0,7,0,9,8,4,2,5,9,41.5673991468394
9,2,8,6,7,1,1,2,6,1,3,6,7,9,0,5,40.72683063145374
6,4,0,3,9,8,1,7,3,2,2,4,9,0,3,6,35.03203939849515
8,6,5,0,7,9,5,4,3,7,9,1,7,1,2,4,37.10323211899766
4,0,3,1,4,5,4,1,4,9,5,7,6,6,2,8,33.57322690350384
6,1,9,6,5,9,2,7,3,9,5,9,5,2,7,6,45.17158582492573
4,4,0,3,5,2,5,3,1,9,0,8,0,5,1,4,46.98322017364599
4,8,2,8,9,4,1,5,4,6,8,3,0,7,4,4,36.56852526093123
5,4,5,1,9,8,7,5,7,9,1,4,7,8,9,3,37.770741463353446
1,0,0,5,3,7,8,0,2,4,9,4,7,6,3,8,39.45093977412776
5,0,1,7,1,3,1,1,8,0,8,3,4,9,5,1,47.359926339491125
4,6,8,2,0,8,8,1,3,7,6,1,7,1,7,0,36.179215529662656
9,8,6,2,6,0,6,1,6,5,4,5,8,2,9,5,46.721462048662595
4,3,0,2,6,5,5,2,2,0,2,8,5,0,2,4,28.827308780700157
1,4,0,6,0,5,4,9,1,2,6,7,1,1,5,9,36.35280741259099
2,1,6,3,4,0,3,5,0,6,3,8,0,5,9,6,34.05275438559336
2,1,0,1,4,4,3,5,0,9,1,3,8,3,9,2,41.41251423636467
8,1,9,5,4,4,4,9,6,3,4,6,5,2,4,7,32.44011099478625
2,9,6,3,2,9,3,7,4,8,6,4,0,5,6,7,36.868795087395995
3,9,5,9,3,6,5,9,4,8,2,7,5,6,5,1,38.234695727116545
4,5,8,9,6,1,7,6,7,3,0,6,4,4,5,9,30.937448771505178
5,4,4,6,3,3,9,2,2,7,6,5,5,8,6,9,22.694636228449394
8,4,6,9,4,5,1,7,5,3,7,2,1,7,2,6,33.316775390562306
3,3,4,4,8,8,3,0,8,5,3,6,5,6,9,6,30.360368281310215
1,8,4,7,3,9,1,3,6,2,9,9,9,8,5,8,39.37409701819557
1,6,3,1,3,7,0,4,1,8,7,0,0,3,1,8,43.397575600117406
9,7,0,2,4,3,2,4,6,8,8,6,9,1,1,6,33.734002772387925
3,4,5,2,2,4,6,1,9,7,4,9,6,5,3,7,25.846384647241187
2,9,0,6,4,1,2,6,9,4,3,9,8,1,6,4,48.22628953578467
9,1,6,0,8,3,3,1,7,9,7,6,3,5,9,0,39.75192420713057
1,1,5,0,6,9,4,3,6,2,9,1,3,9,9,4,46.75963681308051
4,7,7,4,1,0,8,1,3,6,3,8,4,9,4,0,35.49175750897171
1,7,3,1,8,0,9,1,6,9,0,4,1,4,9,0,49.74345628223462
0,2,2,8,6,0,9,0,4,0,8,6,8,1,9,3,44.70969377829792
4,1,4,5,8,2,3,3,2,3,8,4,4,0,5,1,28.68376907691783
7,1,9,3,1,1,2,9,9,7,1,8,5,3,1,4,43.5801293746304
0,4,8,1,1,2,7,5,2,7,8,4,1,8,4,2,32.310194638781326
9,6,8,7,4,3,1,8,3,7,5,6,6,9,3,1,29.45864700932974
0,4,1,1,4,1,4,1,7,9,6,9,2,5,0,3,33.566607181610905
1,3,0,9,2,1,8,5,5,5,6,6,6,6,4,5,37.46332552398854
2,2,4,0,5,7,8,9,5,7,1,2,4,9,9,4,36.8725531851616
8,5,6,4,9,3,0,1,8,6,9,8,9,0,5,9,33.836737493380085
5,7,6,5,8,6,2,6,6,5,3,5,4,6,5,5,23.467310728365064
0,0,4,1,0,8,2,0,4,1,4,3,6,6,4,8,32.02225780620094
0,6,8,0,1,2,2,7,0,6,9,4,7,8,0,6,42.59514359228653
8,1,8,4,8,7,2,3,1,5,2,0,4,5,8,5,40.36221917899383
9,9,0,4,0,4,9,3,9,4,0,1,8,7,1,5,40.68542891050781
1,3,0,2,9,0,4,5,1,5,5,8,2,6,1,7,32.12025697522571
8,9,8,0,1,4,9,5,0,7,3,2,0,1,4,3,39.01597956235156
4,9,2,1,4,8,7,0,1,5,8,4,7,6,4,2,30.445771070380818
1,8,3,6,5,8,3,1,8,9,0,3,7,0,7,2,49.27821412400013
1,9,4,6,9,5,8,5,3,7,3,9,0,5,5,7,42.0209185747519
5,9,0,4,9,6,0,5,9,4,8,2,0,9,4,2,47.04989948548718
8,8,0,1,6,6,7,5,9,6,6,0,5,7,4,7,27.87632862928859
0,6,2,3,8,4,8,2,1,5,7,6,1,9,0,5,39.053108304224224
3,8,3,6,9,9,4,4,0,4,7,9,2,6,4,7,34.850368455440666
5,8,2,4,0,4,5,3,0,4,4,8,0,1,5,6,36.541589185532004
9,5,5,7,9,7,2,2,1,8,5,4,0,9,4,5,34.32253441614638
9,9,5,3,5,2,6,0,5,4,2,1,8,8,3,4,48.5584323793348
0,9,9,1,2,7,2,0,2,6,9,7,1,4,9,4,39.00608322491706
1,7,2,5,9,6,9,6,6,8,1,3,2,6,3,3,31.919381018991732
2,0,1,9,8,4,5,0,5,3,3,2,0,8,0,6,39.52612180969946
1,0,9,5,3,9,0,2,9,1,3,9,7,7,0,9,48.26217835357104
5,1,4,1,5,9,0,9,6,6,7,8,5,4,7,9,35.2337187630553
0,5,1,7,8,4,6,7,4,3,6,7,1,5,4,4,26.265945757822305
3,0,9,5,9,1,7,6,7,1,4,3,1,7,6,6,44.279185253635916
5,5,7,1,0,2,1,7,0,2,6,2,9,8,5,8,43.71105879465728
0,1,0,1,6,8,7,3,6,9,2,1,7,7,6,5,32.62639615564706
8,9,1,6,4,5,3,1,5,2,2,8,8,6,7,1,39.065872995942314
4,9,3,0,3,5,9,9,2,4,0,0,7,3,8,2,38.444317303845274
3,4,5,8,6,7,4,3,1,6,9,6,9,8,1,7,29.7214393413141
6,9,5,8,0,1,0,5,5,1,3,2,1,4,6,2,39.127536634099435
6,4,6,3,1,4,5,3,6,2,7,5,2,5,3,7,25.94345794904548
5,9,6,8,8,9,4,4,6,7,4,7,4,6,9,5,25.386058169398208
1,4,2,0,9,9,5,8,0,6,5,6,2,6,6,5,28.219832853065423
1,0,2,6,2,3,0,7,2,6,7,7,9,5,9,9,25.889974772819297
3,4,1,9,4,5,7,8,4,2,2,1,6,0,7,0,39.51632363640423
4,7,5,8,0,0,3,8,5,9,1,4,7,3,9,2,48.50550290714714
1,7,3,2,9,5,6,0,4,8,7,0,4,1,7,6,44.08432953324942
3,8,3,1,0,8,2,4,6,6,0,1,0,4,6,8,34.67767147332792
3,7,8,8,6,1,5,9,6,9,2,9,7,3,4,4,39.627532532657206
6,2,8,6,9,1,2,9,9,0,5,4,0,3,4,5,34.13264454556582
1,3,0,1,5,7,8,3,9,5,0,1,4,5,0,8,31.01854900137717
8,0,4,3,5,6,5,3,9,4,1,1,6,8,1,5,37.26427317945023
3,1,8,7,7,5,0,0,8,4,3,4,5,8,3,9,33.82333307018262
0,6,5,4,1,7,4,1,1,8,6,7,7,8,0,9,28.215512657154616
0,6,8,3,1,1,5,6,2,9,8,7,6,1,8,6,39.46574795411756
8,1,9,7,7,9,2,1,6,1,9,6,5,8,6,7,50.536693712668956
0,8,5,4,8,9,6,8,5,3,3,5,1,5,5,5,26.343830605828803
3,9,8,4,6,2,7,5,5,9,2,2,6,1,7,8,41.874712341056984
0,5,4,6,7,3,2,5,1,8,6,8,9,0,8,3,37.47183097115404
2,6,9,3,5,5,2,2,7,6,8,4,1,0,5,8,36.77093242354011
5,3,8,8,0,3,2,7,4,0,7,9,7,8,7,7,40.630157028440316
1,4,5,7,6,0,0,2,8,2,2,8,3,9,0,1,38.44748477152275
0,4,3,4,3,5,7,1,2,2,4,7,0,7,7,9,32.538363022078634
9,6,9,5,6,6,0,8,9,5,6,6,7,4,9,3,27.535356700045952
3,4,0,5,2,2,5,7,4,0,9,2,4,6,3,9,42.184348552133976
2,9,4,9,5,7,1,7,1,1,3,0,4,3,5,9,38.45138267482209
1,5,1,1,2,0,8,5,1,0,0,6,6,0,0,8,30.42865690108165
9,4,5,7,5,8,3,9,3,7,9,8,4,8,5,2,27.507284393064616
1,9,7,6,8,6,0,1,4,6,9,3,6,4,3,7,39.86851109060398
2,6,2,2,6,5,9,4,6,5,8,4,8,4,2,0,30.770879857218162
0,2,8,0,4,0,1,0,0,0,6,1,6,5,9,8,48.08776714297608
5,6,0,3,6,3,1,0,4,3,3,5,9,0,0,0,45.65702529655105
9,8,9,1,7,1,4,0,0,9,3,8,8,0,8,2,57.04164812965632
8,5,1,8,2,0,3,4,3,4,5,9,9,9,0,3,40.86909083835355
7,3,8,8,6,1,9,7,6,6,0,1,8,5,4,4,32.49500543517536
5,1,0,8,3,9,7,9,3,1,5,3,0,6,3,7,44.9666274298158
9,4,1,9,6,3,6,0,8,2,8,1,9,7,5,1,48.10061220566704
6,1,7,8,3,5,1,2,7,8,7,8,6,0,6,7,33.40084693737841
9,2,6,7,8,9,7,1,2,6,6,8,0,3,6,6,41.76459908160203
5,2,9,9,7,9,3,1,2,8,8,0,4,9,5,2,44.099246986325106
5,9,7,2,5,7,4,8,5,7,7,6,9,6,0,3,31.9212953279077
8,8,5,1,1,1,5,8,5,0,0,4,7,6,7,9,39.82468443907659
3,1,9,6,1,8,1,4,9,2,5,5,8,7,1,8,41.51606102257687
0,0,9,4,8,5,0,0,5,0,2,4,7,7,3,2,47.06663472171123
9,0,1,5,1,7,2,0,3,1,2,0,8,4,9,6,39.95607266224872
9,3,9,1,0,2,0,3,5,6,3,8,6,0,7,0,42.45714784464739
2,2,4,7,3,4,5,1,4,6,9,5,7,0,7,4,37.48375097723874
4,9,6,4,6,7,5,4,6,5,7,0,8,3,4,5,29.690539110878714
3,5,4,6,8,5,8,4,4,1,6,8,6,8,3,8,31.498659097896503
3,8,2,7,6,4,5,2,5,6,6,3,6,8,3,0,36.03748362826721
7,5,8,4,2,9,3,6,7,8,9,3,6,8,4,9,36.306940045793475
5,0,0,5,9,8,6,2,8,5,4,0,2,4,7,0,37.46295753455699
0,3,2,3,7,9,4,0,7,4,9,9,3,5,5,3,32.39505464995778
8,1,2,8,1,0,0,5,0,6,5,5,5,2,4,0,33.0262497943399
2,1,3,3,2,9,7,5,8,4,5,1,7,4,9,3,35.6563200388047
1,1,3,9,4,6,2,8,1,2,5,0,2,5,7,6,47.59023681971868
5,0,5,3,5,4,1,9,1,8,7,8,5,5,4,1,33.63728678734808
9,5,1,4,5,3,0,2,3,1,7,5,5,7,6,7,32.718932235404
2,1,7,3,4,1,1,7,8,6,3,7,6,2,5,5,30.645023121949592
6,1,8,8,8,0,9,6,4,2,4,1,7,9,0,9,43.23625538909147
3,9,3,3,9,1,4,0,1,6,0,9,5,6,5,5,50.97408839588275
9,8,2,7,1,3,3,8,9,2,6,3,2,4,8,8,45.15620517521708
0,8,1,2,2,9,6,5,4,5,4,0,5,3,4,0,33.00127867712094
2,1,4,7,5,6,2,9,8,3,2,5,7,7,9,1,34.74462760835573
1,4,0,4,1,3,3,9,5,9,4,3,8,4,6,5,35.57727844307953
3,0,9,1,0,2,1,9,1,2,7,5,6,9,7,2,43.97163254466844
6,1,8,9,0,7,9,2,5,7,1,1,8,3,2,1,44.26465560380099
9,3,9,5,3,6,1,5,8,6,1,7,7,7,0,2,39.899945915454246
9,7,0,4,9,1,3,4,8,7,7,5,9,5,0,4,45.088726441460345
5,0,6,3,7,9,3,2,0,2,8,8,8,0,4,9,41.64402159464531
5,6,3,4,9,4,7,4,8,7,0,0,3,6,5,1,36.421121070376124
8,3,8,1,1,5,4,0,2,6,8,0,3,1,6,1,34.65998510033122
8,0,3,8,5,2,8,1,4,1,8,2,3,0,3,6,41.31586649848145
8,6,3,9,7,6,0,8,1,3,8,1,3,9,7,9,40.78979478481858
4,6,2,0,5,1,1,6,7,7,0,0,2,4,0,3,38.327591148278835
4,5,8,5,8,1,9,9,8,0,9,1,5,1,1,4,41.3200974135426
4,6,9,5,9,7,3,8,5,9,6,5,2,6,7,8,29.440261568324022
6,9,2,6,8,0,5,3,3,5,6,7,3,5,7,7,39.86719274075013
1,8,7,0,4,1,7,0,3,8,4,2,6,4,6,4,41.293620692524335
1,7,1,2,5,4,3,9,1,6,4,1,2,8,1,6,37.02090374527701
8,3,4,0,6,6,9,9,6,6,7,4,5,8,6,8,28.148782938023068
3,8,3,0,8,7,3,5,6,8,0,4,3,9,1,9,42.67792051791245
9,2,0,5,3,1,4,1,1,7,6,9,4,0,0,8,38.23843961704263
2,2,8,0,8,7,7,7,8,4,3,1,1,9,5,8,42.09549242554619
9,4,7,9,7,9,5,2,8,9,4,9,9,0,2,1,45.39997641100568
1,8,5,5,1,9,1,7,4,6,6,8,8,8,0,3,37.82496376185198
5,3,6,1,9,5,6,4,6,1,3,2,7,5,9,9,36.5512263977579
6,7,8,1,3,9,9,6,3,8,1,9,8,9,0,8,38.72324628813681
2,1,0,1,7,3,7,8,0,3,7,6,5,1,9,5,27.204407112071607
4,0,0,9,4,8,8,5,9,0,3,5,5,5,3,6,41.985886535661955
3,9,1,7,5,1,4,9,9,8,2,4,5,7,1,2,46.79228798625091
5,1,7,2,1,6,9,4,8,4,6,1,8,3,9,5,41.8913932606684
4,3,4,3,5,3,9,0,1,8,5,1,6,0,3,7,40.30532444798157
9,8,9,4,9,4,8,9,6,5,0,5,8,0,9,2,50.115489745022074
1,7,5,6,8,1,3,6,7,3,1,6,1,3,9,7,39.089733265244924
0,2,7,4,2,1,8,0,7,1,3,0,4,9,3,6,40.09145138967801
3,5,0,8,4,4,4,0,6,4,1,1,4,2,8,2,32.69261377489036
4,5,9,7,5,1,5,4,3,0,4,6,1,8,6,0,32.65229103589676
9,4,4,5,9,9,3,0,9,1,7,3,8,1,7,5,47.01021521191823
4,4,1,0,2,1,0,5,2,5,9,8,6,1,3,6,23.794113569521173
5,4,9,2,7,6,9,9,9,2,9,0,6,6,6,2,44.480494961113315
2,5,3,9,1,8,9,9,9,3,8,4,1,3,0,3,39.19405826638821
4,4,6,2,3,6,8,9,2,0,6,8,4,3,8,3,41.109419468993906
3,3,5,8,6,4,5,2,4,7,1,6,9,0,4,4,35.73000278882717
3,2,9,8,5,7,3,0,8,6,2,5,0,4,5,9,42.042037157261916
5,8,9,9,3,6,6,5,2,8,5,4,9,9,4,3,29.766724896957328
5,1,6,0,8,3,0,9,9,7,5,4,8,0,9,5,39.07648014153071
4,8,7,4,9,6,6,7,2,8,3,4,6,8,6,9,26.635134146534416
8,9,6,0,4,1,3,4,9,4,9,1,9,0,8,7,46.234243061858166
1,6,5,6,0,1,8,0,5,7,6,5,5,8,6,1,27.48729034471365
6,4,9,3,3,9,9,5,7,4,2,4,5,6,8,0,31.639597457023516
4,0,6,9,7,4,2,2,5,5,6,3,5,0,4,8,32.877925577131045
7,9,5,1,0,5,3,6,8,2,7,4,2,0,8,4,40.400348713263625
8,6,8,9,6,0,3,8,1,3,4,3,8,6,5,5,26.44761687335555
3,1,1,7,9,9,1,4,0,0,2,8,6,5,9,8,48.16937116436579
5,7,5,6,0,6,6,4,2,7,8,7,3,5,3,4,23.03840548398476
4,9,6,9,1,1,5,7,3,4,8,6,8,2,7,3,42.29445630317367
1,4,5,7,2,3,7,5,7,4,7,6,6,6,8,0,27.215753403286318
8,7,4,5,4,3,8,2,9,7,7,9,4,4,5,9,31.676434740446936
5,7,4,3,6,6,7,0,3,7,0,7,7,8,4,4,32.336197455635315
2,7,7,1,9,5,4,1,0,6,5,4,7,3,1,5,35.585153075753134
7,3,9,0,0,4,6,8,3,0,9,0,9,0,5,2,49.59732379011424
3,4,3,5,5,5,6,0,4,5,8,6,3,2,6,0,34.244709659782494
0,9,1,3,9,1,9,9,4,1,0,4,5,9,8,9,51.58821138054316
6,1,8,5,3,4,4,7,5,1,1,8,7,6,4,7,35.556503396959805
8,8,0,7,6,6,2,0,6,7,4,9,6,8,9,5,48.6539540224682
2,6,9,5,8,1,3,2,5,5,9,0,9,4,0,9,40.37039245340768
2,6,0,4,3,8,1,1,7,4,5,7,9,6,4,3,33.59325007557632
1,6,0,7,7,3,9,4,8,6,4,4,3,8,1,7,37.088633915040255
8,2,7,4,0,5,4,1,5,4,4,2,3,9,4,0,30.95748995697593
8,3,1,6,4,7,1,5,7,5,8,6,7,4,3,1,31.402361244151873
8,0,5,5,4,1,3,8,3,2,8,3,6,5,9,8,37.42047443350908
5,1,8,5,9,0,8,1,2,7,9,5,9,9,4,2,44.99833929315192
8,5,8,6,5,8,1,3,6,5,1,7,9,3,9,4,33.899575912679424
8,1,0,3,1,6,4,9,9,8,0,8,4,3,2,2,46.5262591031412
4,1,5,7,0,1,1,5,2,9,9,3,9,2,8,2,43.08751485782239
7,4,1,1,5,3,4,0,3,1,4,5,5,0,4,7,22.416586982497854
7,1,0,6,9,4,5,6,8,1,9,5,8,5,7,6,40.669464980164086
3,5,1,2,9,2,9,4,4,4,8,9,1,6,9,5,41.605999490312264
2,6,1,1,6,9,0,8,0,4,9,0,6,1,0,2,44.06178280610688
2,2,6,2,8,7,6,9,4,1,8,6,2,5,9,6,38.30510958223113
2,8,4,9,0,5,5,8,0,3,7,1,0,9,7,7,46.220941023519664
0,0,7,8,9,2,3,2,3,0,4,5,7,4,8,9,33.970911807349815
5,4,2,5,0,8,0,0,1,5,0,8,2,6,6,4,35.27018839307131
8,4,6,4,6,5,9,4,0,0,5,7,9,0,0,1,28.308331320539875
8,8,6,4,0,6,5,8,9,5,6,3,1,5,6,8,27.274038877867614
7,8,7,5,9,3,3,0,8,8,6,6,9,1,6,6,49.076790162736785
9,1,3,4,9,9,0,8,0,1,8,7,4,9,3,0,46.00206872427382
3,1,8,5,8,9,4,9,5,4,9,3,2,4,1,1,41.23344289266408
4,9,5,2,3,5,6,3,7,0,3,8,9,1,7,0,41.7493179495737
9,6,0,4,8,5,2,2,5,7,8,8,6,6,9,5,28.55733064239118
8,2,0,8,5,0,8,5,2,8,1,3,3,6,8,6,39.6288206900675
8,6,8,9,4,8,7,4,4,7,0,6,5,3,4,9,30.555260181541165
5,7,2,3,3,5,9,8,9,5,1,5,1,5,2,9,33.67105659026155
7,8,4,1,8,2,7,1,4,7,1,4,6,6,5,1,38.220142454847355
9,7,4,3,9,5,1,6,9,6,5,4,6,5,5,4,23.799967812341894
1,6,8,6,0,9,5,2,9,7,9,3,0,3,8,0,29.958053258026638
1,3,1,9,4,2,4,3,6,0,5,7,2,8,8,4,39.990354958829435
9,7,6,0,8,1,0,0,2,6,8,9,4,8,4,3,39.197368526969576
3,8,1,3,3,8,6,5,4,0,5,7,5,6,7,4,33.63757269959038
4,0,3,2,0,6,2,2,6,5,9,6,9,7,7,0,34.761770508029066
5,6,9,1,9,8,6,2,3,4,9,1,2,5,7,8,48.06196307413492
5,2,5,3,3,7,8,1,0,1,5,8,0,7,2,2,34.466416594067624
6,3,5,7,4,9,7,1,4,9,6,8,4,0,5,9,40.17390927131149
9,9,1,7,5,2,4,1,1,8,7,5,1,9,4,4,43.45474126376018
9,5,1,4,8,8,8,9,2,3,6,9,2,3,5,7,28.810697328333543
4,7,5,5,0,0,5,9,7,6,6,9,7,5,4,4,33.493344352842
3,3,8,5,9,2,9,9,4,6,7,6,2,0,4,0,38.79489741884258
7,3,1,3,9,0,1,5,6,4,5,5,7,0,1,4,25.62376185160731
7,3,9,3,4,2,5,8,7,4,4,1,8,5,7,5,31.286369984883134
6,1,5,7,1,8,5,3,4,3,4,4,6,5,7,9,32.24408438449965
5,8,5,8,9,7,4,5,2,5,5,0,5,9,7,8,29.61180617635765
1,2,4,3,3,4,4,9,6,8,1,6,4,0,6,7,42.901990557485604
